Sentimen;stemming
Negatif;['bagus', 'air', 'terjun', 'pandang', 'laut', 'sayang', 'kelola']
Positif;['indah', 'asri', 'pandang', 'laut', 'segar', 'air', 'terjun', 'langsung', 'laut', 'indah']
Positif;['air', 'terjun', 'indah', 'tepi', 'laut', 'bagus', 'suka', 'fotofoto']
Positif;['bagus', 'lihat', 'air', 'terjun', 'langsung', 'lautkeren']
Negatif;['bagus', 'tepi', 'jalan', 'raya', 'sayang', 'air', 'kotor', 'campur', 'sampah', 'cokelat']
Negatif;['tempat', 'bagus', 'kelola', 'tingkat', 'kenal']
Negatif;['wisata', 'alam', 'bagushanya', 'fasum']
Positif;['bagus', 'sejuk', 'tempat']
Positif;['keren', 'destinasi', 'tiket', 'masuk', 'kuliner', 'murah', 'banget']
Positif;['pandang', 'alam', 'lumayan', 'indah', 'air', 'terjun', 'titi', 'ketapang']
Positif;['pandang', 'air', 'terjun', 'toro', 'bagus', 'pakiranya', 'luas', 'senang']
Positif;['indah', 'air', 'terjun', 'batas', 'langsung', 'laut']
Negatif;['tempat', 'lumayan', 'bagus', 'layan', 'makan']
Positif;['pandang', 'bagus', 'kena', 'biaya', 'masuk']
Positif;['istirahat', 'pandang', 'alam', 'indah']
Positif;['bagus']
Negatif;['pandang', 'bagus', 'awat']
Positif;['indah', 'dari', 'tuhan', 'terimakasih', 'moga', 'jaga']
Positif;['bagus', 'bening', 'air']
Positif;['bagus', 'gratis']
Positif;['air', 'terjun', 'indah']
Positif;['air', 'terjunx', 'bagus', 'indah', 'langsung', 'turun', 'laut']
Positif;['bagus']
Negatif;['bagus', 'kadang', 'air', 'keruh']
Positif;['bagus', 'sejuk', 'dingin']
Positif;['air', 'terjun', 'indah']
Positif;['lokasi', 'lumayan', 'indah']
Positif;['bagus', 'recom']
Positif;['wisata', 'pantai', 'bagus']
Negatif;['baguscma', 'seram']
Positif;['bagus', 'murah', 'tiket']
Positif;['bagus', 'spot', 'foto']
Negatif;['bagus', 'awat']
Positif;['keren', 'cuy']
Positif;['bagus']
Positif;['indah', 'air', 'terjun']
Positif;['bagus']
Positif;['lumayan', 'bagus']
Positif;['air', 'terjun', 'indah']
Positif;['bagus']
Positif;['keren', 'pokok']
Positif;['bagus']
Positif;['lumayan', 'indah']
Positif;['bagus']
Positif;['lumayan', 'indah']
Positif;['bagus', 'banget']
Positif;['strategis', 'indah']
Positif;['keren', 'habis', 'cuy']
Negatif;['indah']
Positif;['indah']
Positif;['murah']
Positif;['keren']
Positif;['indah']
Positif;['bagus']
Positif;['bagus']
Positif;['indah']
Positif;['cantik', 'orangorang']
Negatif;['air', 'terjun', 'jatuh', 'laut', 'indah', 'tarik', 'kunjung', 'warung', 'oke', 'makan', 'enak', 'sedia', 'toilet']
Positif;['apaapa', 'air', 'jatuh', 'laut', 'keren', 'jadi', 'renang', 'banding', 'dar', 'selfie', 'area', 'henti', 'periksa', 'menit']
Positif;['air', 'terjun', 'indah']
Positif;['cantik']
Positif;['air', 'indah', 'jatuh', 'pantai']
Positif;['milik', 'pandang', 'bagus', 'hilang', 'stres', 'matahari', 'benam']
Positif;['pandang', 'indah']
Positif;['bagus', 'kunjung', 'rekomendasi']
Negatif;['bagus', 'baik']
Positif;['pantai', 'penuh', 'indah', 'takjub']
Positif;['sejuk', 'indah', 'kunjung']
Positif;['bagus', 'bagus']
Positif;['indah']
Negatif;['air', 'terjun', 'letak', 'langsung', 'jatuh', 'pantai', 'orang', 'penasarantempat', 'makan', 'minumtoilet', 'mushola', 'bentuk', 'gardu', 'jagamestinya', 'mushollanya', 'ibadah', 'nyaman']
Positif;['kali', 'unjung', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisata', 'mengexplore', 'bangkal', 'sumenep', 'pulau', 'juju', 'kawankawan', 'jawa', 'rasa']
Negatif;['air', 'terjun', 'tarik', 'daerah', 'sampang', 'air', 'segar', 'mandi', 'nyaman', 'wisata', 'kurang', 'duduk', 'minim']
Positif;['salah', 'andal', 'destinasi', 'wisata', 'kab', 'sampang', 'pandang', 'unik', 'tengah', 'laut', 'air', 'terjun', 'sungai', 'kec', 'sakobanah']
Negatif;['kali', 'kesini', 'panas', 'bayar', 'air', 'terjun', 'hadap', 'laut', 'lepas']
Negatif;['kesini', 'air', 'keruh', 'musim', 'hujan', 'volume', 'air', 'takut']
Positif;['lokasix', 'pinggir', 'jalan', 'gampang', 'cari', 'singgah', 'bentar', 'nikmat', 'suasana', 'air', 'terjun', 'jatuh', 'tepi', 'pantai']
Negatif;['kesini', 'pas', 'musim', 'kemarau', 'licin']
Positif;['air', 'terjun', 'langsung', 'turun', 'laut', 'luas']
Netral;['potensial', 'kembang', 'eksotik', 'kelola', 'tingkat', 'bersih']
Negatif;['air', 'terjun', 'unik', 'air', 'langsung', 'jatuh', 'pantai', 'sayang', 'akses', 'bilang', 'papan', 'lokasi', 'pada', 'kali', 'tanyatanya', 'warga', 'jalur', 'masuk', 'nyelempit']
Negatif;['baguuussayang', 'main']
Positif;['ajibbbbpantai', 'air', 'terjun']
Positif;['good', 'place', 'libur', 'family', 'recommended', 'wisata']
Positif;['sunset', 'tawan', 'nanti', 'lokasi', 'jalan', 'raya', 'mudah', 'jangkau', 'jembatan', 'suramadu', 'siap', 'bekal', 'fisik', 'jalan']
Positif;['pandang', 'pantai', 'padu', 'air', 'terjun']
Positif;['karen', 'air', 'terjun', 'langsung', 'nyatu', 'laut']
Positif;['harga', 'masuk', 'akal', 'ikan', 'kerapu', 'enak']
Positif;['jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'bentuk', 'salur', 'irigasi', 'sawah', 'warga', 'saran', 'main', 'air', 'air', 'terjunwaktu', 'air', 'terjun', 'jelang', 'matahari', 'benam']
Positif;['air', 'terjun', 'sampang', 'madura', 'udara', 'air', 'terjun', 'langsung', 'muara', 'laut', 'laut', 'jawa', 'air', 'terjun', 'meter', 'atas', 'muka', 'air', 'laut', 'airny', 'biru', 'hijau']
Positif;['cocok', 'bercengkrama', 'kuliner', 'keluarga']
Positif;['wisata', 'air', 'terjun', 'jatohnya', 'langsung', 'pantai', 'dpet', 'wisata', 'waterfall', 'pantai', 'parkir', 'mobil', 'rbu', 'karcis', 'masuk', 'krcis', 'masuk']
Positif;['baguuss', 'banget', 'asliiik', 'kaya', 'poto', 'kalender', 'pakai', 'background', 'air', 'terjun', 'air', 'terjun', 'samping', 'lautt', 'masuk', 'gratis', 'makan', 'spot', 'foto']
Negatif;['kelola', 'segi', 'fasilitas', 'tunjang', 'unjung', 'tarik', 'kunjung', 'kali', 'kondisi', 'malas']
Positif;['tempat', 'asyik', 'alami', 'akses', 'masuk', 'mudah', 'pinggir', 'jalantapi', 'tolong', 'hatihati', 'bawa', 'lansia', 'turun', 'tanggakulinernya', 'mantab']
Negatif;['air', 'terjun', 'toro', 'wisata', 'wajib', 'kunjung', 'wisatawan', 'lokasi', 'bahaya', 'air', 'terjun', 'sayang', 'air', 'terjun', 'toro', 'kenal', 'masyarakat', 'air', 'terjun', 'toro', 'tarik']
Positif;['spot', 'foto', 'tiket', 'masuk', 'bayar', 'parkir', 'mobil', 'ribu', 'motor', 'ribu', 'musholla', 'toilet']
Negatif;['air', 'terjun', 'main', 'saat', 'pasir', 'utuh', 'keruk', 'sisa', 'batu', 'karang']
Positif;['tempat', 'asyik', 'ditepilaut']
Positif;['walopun', 'prjlnn', 'tmpat', 'kunjung', 'mempesonaair', 'terjun', 'toro', 'langsung', 'laut', 'pokok', 'karunia', 'allah', 'luat', 'sempurna']
Positif;['lokasi', 'tepi', 'laut', 'air', 'sungai', 'turun', 'langsung', 'laut', 'baik', 'air', 'terjun', 'sore']
Positif;['cocok', 'refreshing', 'hilang', 'pikir', 'tenang', 'akibat', 'sibuk', 'solusi', 'pas']
Negatif;['lumayantpi', 'renang']
Negatif;['its', 'okay', 'spot', 'foto', 'atas', 'air', 'terjun', 'spot', 'foto', 'batas']
Positif;['air', 'terjun', 'langsung', 'jatuh', 'pantai', 'buat', 'wkwk']
Negatif;['tempat', 'foto', 'santai', 'max', 'orang', 'spot', 'sayang', 'renang']
Negatif;['parkir', 'lokasi', 'air', 'terjun', 'jalan', 'sempit', 'jubel']
Positif;['air', 'terjun', 'satu', 'madura', 'asik', 'pandang', 'air', 'terjun', 'tepi', 'pantai']
Negatif;['asik', 'berliburtapi', 'enggak bisa', 'renang', 'air']
Positif;['cocok', 'refresing']
Negatif;['lokasi', 'wisata', 'perawanperlu', 'sentuh', 'seniman', 'depan']
Negatif;['bbrapa', 'spot', 'awat', 'toilet']
Netral;['suka', 'wisata', 'air', 'terjun', 'pantai', 'coba', 'sne']
Positif;['sejuk', 'nyaman', 'wahana', 'senang']
Positif;['air', 'terjun', 'jalur', 'pantura', 'pinggir', 'pantai']
Positif;['tuju', 'wisata', 'lumayan', 'arah', 'pantai', 'nepah']
Positif;['amazing', 'air', 'terjun', 'jatuh', 'langsung', 'laut', 'wonderful']
Positif;['recomended']
Negatif;['lumayan', 'tempate']
Positif;['masuk', 'gratis', 'bayar', 'parkir', 'kendara']
Positif;['panorama', 'elok', 'cocok', 'rekreasi', 'keluarga']
Positif;['air', 'terjun', 'air', 'muara', 'laut']
Negatif;['jalan', 'raya', 'tempat', 'sempit']
Netral;['alternatif', 'wisata', 'pantura']
Positif;['air', 'terjun', 'alami', 'jernih', 'jatuh', 'laut']
Negatif;['bersih', 'lingkung', 'sip']
Netral;['air', 'terjun', 'langsung', 'laut', 'lepas']
Positif;['gilasih', 'sunsetnyaa', 'parah', 'habis', 'ehe']
Netral;['toiletnyaada', 'musholanya']
Positif;['air', 'bening', 'suasana', 'sejuk']
Positif;['mantp', 'air', 'terjun', 'pinggir', 'pantai']
Netral;['air', 'terjun', 'langsung', 'laut']
Negatif;['lumayan', 'tata']
Positif;['lumayan', 'bersih', 'nyaman']
Negatif;['rugi', 'keruh']
Positif;['alamiah', 'banget', 'pas', 'suasana', 'wekend']
Positif;['kereeennn', 'abiiizzz', 'pengin', 'kesana']
Negatif;['sentuh', 'bersih']
Positif;['tempat', 'bersihdan', 'rapi', 'amazing']
Positif;['good', 'pandang']
Positif;['sejuk', 'alami']
Positif;['mantap']
Positif;['tenang', 'sepi']
Positif;['akses', 'mudah', 'lokasi', 'pinggir', 'jalan']
Positif;['senang', 'teman', 'sana']
Negatif;['okey', 'awat']
Negatif;['suka']
Negatif;['kembang']
Negatif;['enggak ada', 'seru']
Positif;['temapat', 'enak', 'aman']
Netral;['refresh']
Positif;['puas', 'mantap']
Positif;['alhamdulillah']
Positif;['mantab']
Netral;['lumayan']
Positif;['sejuk']
Positif;['seru', 'banget']
Netral;['lumayan']
Positif;['sempurna']
Netral;['wisata', 'alam']
Negatif;['air', 'terjun', 'sejuk', 'pantai', 'ramai', 'orang', 'boleh', 'mandi', 'air', 'terjun', 'batu', 'licin', 'masuk', 'gratis', 'bayar', 'parkir', 'hewanhewan', 'pantai', 'kelomang', 'ikanikan']
Positif;['wow']
Positif;['rekomendasi']
Positif;['air', 'segar']
Negatif;['air', 'alir', 'jernih', 'langsung', 'samping', 'laut', 'persis', 'untung', 'kesini', 'suasana', 'air', 'terjun', 'desir', 'ombak', 'pesisir', 'laut', 'sayang', 'sampah', 'bawa', 'alir']
Negatif;['jauuuuuh', 'pusat', 'kota', 'jalan', 'halus', 'lebar', 'nyaman', 'jalan', 'kesana', 'hampar', 'sawah', 'hijau', 'pantai', 'mushola', 'kotor']
Negatif;['akses', 'sana', 'susah', 'sayang', 'jalannua', 'jelek', 'sempit', 'malam', 'gelap', 'lampu']
Negatif;['beda', 'foto', 'kotor']
Negatif;['pas', 'air', 'pasang', 'bagus']
Negatif;['mantul', 'sampah']
Negatif;['parkir', 'mahal']
Negatif;['sampah', 'ganggu']
Negatif;['jelek', 'kotor']
Negatif;['sayang', 'pas', 'kunjung', 'kesini', 'debit', 'air', 'air', 'laitnya', 'pasang', 'parkir', 'bersih', 'bagus', 'tempat', 'nyaman']
Negatif;['bagus', 'tempat', 'kelola', 'baikcuma', 'butuh', 'edukasi', 'unjung', 'buang', 'sampah', 'sembarang', 'tempat', 'bersihtapi', 'sampah', 'lihat', 'ganggu']
Positif;['wisata', 'murah', 'meriahada', 'makan', 'jgcocok', 'healing', 'coz', 'sepi']
Positif;['keren', 'alami']
Positif;['bagus']
Positif;['pandang', 'indah']
Netral;['wisata', 'pantai', 'bujuk', 'nyai', 'dewi', 'wisata', 'religi']
Netral;['air', 'terjun', 'toro', 'benah', 'fasilitas', 'lengkap']
Netral;['nyaman', 'wisata', 'keluarga']
Netral;['cocok', 'libur', 'keluarga']
Netral;['cocok', 'acara', 'keluarga']
Positif;['viewnya', 'bagus', 'doyan', 'foto', 'selfie', 'recommended', 'banget', 'deh', 'air', 'terjun', 'langsug', 'arah', 'laut', 'utara', 'jawa', 'sayang', 'boleh', 'renang', 'air', 'terjun']
Positif;['melipir', 'siniair', 'terjun', 'toro', 'salah', 'air', 'terjun', 'indah', 'madura', 'unik', 'air', 'terjun', 'langsung', 'alir', 'laut', 'utara', 'jawa', 'pengin', 'lihat', 'sunset', 'pantai', 'identik', 'pasir', 'toro']
Positif;['tempat', 'keren', 'cafenya', 'sayang', 'kotor', 'air', 'terjun', 'keren', 'mandi', 'kotor', 'atas', 'sungai', 'warga', 'kampung', 'atas', 'buang', 'sampah', 'sembarang', 'an']
Negatif;['pribadi', 'bagus', 'madura', 'heheee', 'bukit', 'kapur', 'otentik', 'asli', 'sungai', 'hulu', 'air', 'terjun', 'kotor', 'bawa', 'sampah', 'terjun', 'hasil', 'pandang', 'ciamik']
Positif;['lokasi', 'jembatan', 'suramadu', 'jalan', 'lumayan', 'bagus', 'sepi', 'bosan', 'jalan', 'lokasi', 'langsung', 'parkir', 'pungut', 'biaya', 'masuk', 'lokasi', 'air']
Positif;['enak', 'istirahat', 'sebentartrus', 'pemandanganx', 'lumayan', 'bagus', 'murah', 'riah']
Positif;['super', 'keren', 'twmpat', 'air', 'terjun', 'langsung', 'laut', 'lepas', 'masuk', 'free', 'bayar', 'uang', 'parkir', 'motor']
Positif;['tempat', 'bagus', 'sejuk', 'masuk', 'gratis', 'bayar', 'parkir', 'ribu', 'coba', 'foto', 'air', 'terjun', 'lihat', 'pandang', 'lokasi', 'toilet']
Positif;['bayar', 'panorama', 'indah', 'gabung', 'air', 'jung', 'pantai', 'manja', 'mata']
Positif;['air', 'terjun', 'bagus', 'banget', 'air', 'alir', 'langsung', 'pantai', 'suguh', 'warna', 'air', 'terjun', 'gapengen', 'pulang', 'sana', 'sedia', 'makan', 'nyaman', 'banget', 'lihat', 'pandang', 'makan', 'bagus', 'deh', 'pokok', 'kesini', 'explore', 'indonesia', 'cantik']
Negatif;['air', 'terjun', 'bagus', 'fotografi', 'cuman', 'bagus', 'main', 'air', 'tempat', 'batu', 'air', 'indak', 'jernih', 'fasilitas', 'benah', 'toilet', 'restoran', 'kecil', 'sedia', 'potret', 'nongkrong', 'makan']
Positif;['tempat', 'bagus', 'jam', 'jembatan', 'suramadu', 'kota', 'bangkal']
Positif;['air', 'terjun', 'indah', 'pandang', 'laut', 'bagus', 'pokok', 'sesal', 'kesana']
Negatif;['bagus', 'lokasi', 'cuman', 'bersih', 'lokasi']
Negatif;['suramadu', 'jalan', 'lokasi', 'bagus', 'aspal', 'lokasi', 'wisata', 'bersih', 'cenderung', 'sepi', 'toilet', 'jorok']
Negatif;['bagus', 'air', 'terjun', 'pantai', 'apik', 'air', 'terjun', 'indak', 'deras', 'pantai', 'surut']
Negatif;['bagus', 'air', 'tata', 'maksimalknp', 'pemda', 'turun', 'tangan', 'aset', 'daerah']
Negatif;['satusatunya', 'air', 'terjun', 'langsung', 'jorok', 'laut', 'pulau', 'madura', 'salah', 'air', 'terjun', 'indah', 'madura', 'air', 'alir', 'deras', 'musim', 'kemarau', 'tugas', 'aman']
Negatif;['bayar', 'masuk', 'cuman', 'kesini', 'saran', 'musim', 'hujan', 'debit', 'air', 'terjun', 'keruh', 'lihat', 'view', 'bagus', 'kadang', 'pantai', 'kotor', 'sampah', 'musim', 'hujan', 'bagus']
Positif;['destinasi', 'wisata', 'bagus', 'bangedtapi', 'mohon', 'hati', 'hati', 'guysdi', 'unjung', 'boleh', 'mandialasannya', 'jaga', 'alam', 'utuh', 'bagusselamat', 'kunjung']
Negatif;['bagus', 'jalan', 'awat', 'sarana', 'foto', 'venue', 'jembatan', 'buat', 'latar', 'ibuibu', 'mandi', 'cuci']
Positif;['salah', 'satuari', 'terjun', 'madura', 'pesisir', 'pantai', 'utara', 'jarak', 'pusat', 'kota', 'sampang', 'tawar', 'indah', 'air', 'terjun', 'langsung', 'muara', 'laut', 'lepas', 'papar', 'laut', 'utara', 'pesona', 'waisatawan', 'nikmat', 'sunrise', 'pagi', 'sunset', 'sore']
Negatif;['keren', 'butuh', 'bersih', 'area', 'tonton', 'air', 'terjun', 'air', 'tumbuh']
Negatif;['tempa', 'pas', 'banjiiir', 'sediiiih', 'bagus', 'ngeri', 'saran', 'kesini', 'pas', 'sore', 'pas', 'musim', 'hujan', 'lihat', 'sunset', 'air', 'terjun', 'pantai']
Negatif;['bagus', 'air', 'jernih', 'hujan', 'deras', 'moga', 'sampah', 'pantai', 'bersih']
Positif;['asyik', 'santa', 'keluarga', 'nikmat', 'indah', 'debur', 'ombak', 'gemericik', 'air', 'terjun']
Positif;['bagus', 'foto']
Positif;['maksimal', 'kelola', 'bagus', 'anugerah', 'allah', 'syukur']
Positif;['bagus', 'asyik', 'bebatuan', 'duduk', 'main', 'air', 'foto']
Negatif;['saran', 'bagus', 'pas', 'musim', 'kemarau', 'air', 'jernih', 'musim', 'hujan', 'air', 'keruh']
Positif;['air', 'terjun', 'bagus', 'enak', 'selfi', 'pantai', 'bagus', 'suasana', 'dukung']
Positif;['bagus']
Negatif;['air', 'terjun', 'bagus', 'sayang', 'awat']
Positif;['air', 'terjun', 'keren', 'laut', 'tinggal', 'jaga']
Positif;['air', 'terjun', 'langsung', 'alir', 'laut', 'padu', 'sunset', 'indah']
Negatif;['air', 'terjun', 'indahnamun', 'sayang', 'kelola', 'optimal']
Negatif;['bagus', 'kotor', 'sampah', 'mhon', 'perintah', 'kelola']
Positif;['pandang', 'bagus', 'air', 'terjun', 'tinggiiiiiii']
Negatif;['musim', 'hujan', 'bagus', 'air', 'jerni']
Positif;['amazing', 'placebagus', 'tadabur', 'alam', 'mandi']
Positif;['tempat', 'sejuk', 'bagus', 'tenang', 'pikir']
Positif;['indah']
Positif;['bagus', 'banget', 'balas', 'capekknya', 'jalan']
Positif;['pandang', 'bagus']
Positif;['air', 'terjun', 'indah', 'air', 'langsung', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']
Positif;['bagus', 'banget', 'sukapengen', 'libur', 'madura', 'bareng', 'keluarga']
Positif;['bagus', 'view', 'photo', 'langsung', 'turun', 'laut']
Positif;['bagus', 'beri', 'kenang', 'indah', 'lupa']
Positif;['mantap', 'sejuk', 'indah', 'oke', 'pokok']
Positif;['sungguh', 'indah', 'air', 'terjun']
Positif;['tmpatnya', 'alami', 'bagus', 'hunting']
Positif;['pandang', 'sungguh', 'bagus']
Negatif;['bagus', 'awat']
Negatif;['tempat', 'bagus', 'kelola']
Positif;['salah', 'keren', 'madura', 'laut', 'jalan', 'aspal']
Positif;['bagus', 'indah', 'masuk', 'cuman']
Negatif;['bagus', 'sayang', 'kerawat']
Positif;['pandang', 'indah', 'butuh', 'sentuh', 'tangan', 'mang', 'kuasa']
Positif;['bagus', 'air', 'terjun', 'pantai']
Positif;['air', 'terjun', 'indah']
Positif;['air', 'terjun', 'indah']
Negatif;['garap', 'bagus']
Positif;['temapatnya', 'indah', 'strategis']
Positif;['madura', 'sungguh', 'indah', 'sekaliy']
Positif;['bagus', 'unik', 'alami']
Positif;['tempat', 'indah']
Positif;['tempat', 'bagus']
Positif;['lumayan', 'bagus']
Positif;['air', 'indah']
Positif;['indah', 'bangus']
Positif;['indah']
Positif;['indah']
Positif;['keren', 'instagramable']
Positif;['keren', 'tempat']
Positif;['keren']
Positif;['bagus']
Positif;['indah']
Positif;['bagus']
Positif;['bagus']
Positif;['indah']
Positif;['indah']
Positif;['bagus']
Positif;['madura', 'keren']
Positif;['air', 'terjun', 'mini', 'baik', 'butuh', 'jam', 'surabaya', 'its', 'worth', 'pandang', 'matahari', 'benam', 'bagus', 'air', 'segar', 'air', 'terjun', 'air', 'terjun', 'jatuh', 'laut', 'milik', 'pandang', 'air', 'jernih', 'bagus']
Positif;['damai', 'indah', 'baik', 'matahari', 'benam', 'sayang', 'matahari', 'benam', 'pergi', 'musim', 'hujan', 'foto', 'jam', 'biru', 'bagus']
Positif;['air', 'terjun', 'akses', 'mudah', 'jalan', 'panorama', 'matahari', 'benam', 'indah', 'turun', 'air', 'terjun', 'ambil', 'gambar', 'hatihati', 'sekitar', 'bebatuan']
Positif;['bagus', 'istirahat', 'jalan']
Positif;['akses', 'mudah', 'area', 'bersih', 'air', 'jernih', 'air', 'terjun', 'pinggir', 'pantai', 'bagus', 'fotofoto', 'santa', 'tepi', 'pantai', 'air', 'terjun', 'alir', 'gratis', 'biaya', 'parkir', 'sedia', 'toilet', 'kamar', 'mandi', 'mushola', 'alat', 'sholat', 'dalam', 'alquran', 'mukena', 'sarung', 'dll']
Negatif;['pandang', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'alir', 'kotor', 'dalam', 'cemar', 'bersih', 'jaga', 'rumah', 'istirahat', 'kafe', 'dekat']
Positif;['pandang', 'bagus']
Positif;['bagus']
Positif;['bagu', 'payment', 'danga', 'bagus']
Positif;['bagus', 'jalan', 'pulau']
Negatif;['fasilitas', 'ambil', 'gambar', 'bagus']
Netral;['air', 'terjun', 'air', 'tawar', 'bagus', 'laut', 'jawa']
Positif;['bagus', 'buru', 'foto', 'inspirasi', 'liar']
Positif;['bagus']
Positif;['air', 'terjun', 'bagus']
Positif;['air', 'terjun', 'indah']
Positif;['cantik']
Positif;['toro', 'waterfall', 'is', 'waterfall', 'that', 'directly', 'meet', 'sea', 'actually', 'even', 'this', 'place', 'is', 'small', 'but', 'its', 'quite', 'beautiful', 'place', 'now', 'days', 'this', 'place', 'is', 'really', 'crowded', 'by', 'many', 'local', 'tourist', 'and', 'theres', 'trash', 'everywhere', 'this', 'place', 'looks', 'like', 'is', 'still']
Positif;['lokasi', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'jangkau', 'kali', 'pandang', 'laut', 'biru', 'sambut', 'air', 'terjun', 'toro', 'milik', 'uni', 'hadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']
Positif;['suasana', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'maja', 'mata', 'foto', 'ambil', 'siang', 'eh', 'iya', 'harga', 'parkir', 'standar']
Positif;['air', 'terjun', 'toro', 'lengkap', 'fasilitas', 'musholla', 'toilet', 'warung', 'makan', 'kadang', 'buka', 'kadang', 'tutup', 'mudah', 'jalan', 'raya', 'wisata', 'alami', 'kena', 'parkir', 'r', 'r', 'parkir', 'luas', 'nyaman']
Positif;['pantura', 'madura', 'lengkap', 'mampir', 'air', 'terjun', 'toro', 'tepat', 'ketapang', 'timur', 'kabupaten', 'sampang', 'air', 'terjun', 'langsung', 'jatuh', 'laut', 'satusatunya', 'madura', 'rest', 'area', 'parkir', 'rumah', 'makan', 'toilet']
Positif;['tarik', 'senang', 'makan', 'leseh', 'dar', 'istirahat', 'isi', 'perut', 'pandang', 'pantai', 'sip']
Negatif;['amazing', 'suara', 'debur', 'ombak', 'gemuruh', 'air', 'terjun', 'fresh', 'sayang', 'awat', 'moga', 'pemda', 'perhati', 'eksploitasi', 'air', 'terjun', 'toro', 'destinasi', 'wisata', 'utama', 'sampang']
Netral;['air', 'terjun', 'langsung', 'muara', 'laut', 'kesini', 'hubung']
Positif;['good', 'sceneryair', 'terjun', 'langsung', 'muara', 'lautgag', 'sesal']
